"GEO_ID","NAME","B19313_001M","B19313_001E",
"Geography","Geographic Area Name","Margin of Error!!Aggregate income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Aggregate income in the past 12 months (in 2010 inflation-adjusted dollars)",
"0500000US01001","Autauga County, Alabama","42433897","1305895400",
"0500000US01003","Baldwin County, Alabama","105333023","4652963200",
"0500000US01005","Barbour County, Alabama","25191676","439722400",
"0500000US01007","Bibb County, Alabama","27131133","450349700",
"0500000US01009","Blount County, Alabama","55540962","1194517200",
"0500000US01011","Bullock County, Alabama","36630312","221612000",
"0500000US01013","Butler County, Alabama","19965130","353461800",
"0500000US01015","Calhoun County, Alabama","62054866","2410197700",
"0500000US01017","Chambers County, Alabama","22850411","574913000",
"0500000US01019","Cherokee County, Alabama","32011882","547966900",
"0500000US01021","Chilton County, Alabama","49065051","884699700",
"0500000US01023","Choctaw County, Alabama","16441438","242911500",
"0500000US01025","Clarke County, Alabama","34295127","456091700",
"0500000US01027","Clay County, Alabama","17315227","257384600",
"0500000US01029","Cleburne County, Alabama","22130740","259247600",
"0500000US01031","Coffee County, Alabama","39083545","1102192300",
"0500000US01033","Colbert County, Alabama","34516824","1147673900",
"0500000US01035","Conecuh County, Alabama","19002431","210828400",
"0500000US01037","Coosa County, Alabama","22235451","220326200",
"0500000US01039","Covington County, Alabama","48482947","745463800",
"0500000US01041","Crenshaw County, Alabama","26411763","275682900",
"0500000US01043","Cullman County, Alabama","50658865","1621554300",
"0500000US01045","Dale County, Alabama","32482928","1080238900",
"0500000US01047","Dallas County, Alabama","38426488","733533600",
"0500000US01049","DeKalb County, Alabama","60201312","1271354200",
"0500000US01051","Elmore County, Alabama","54834220","1757976900",
"0500000US01053","Escambia County, Alabama","28063799","617772300",
"0500000US01055","Etowah County, Alabama","64390182","2127016000",
"0500000US01057","Fayette County, Alabama","17586827","309454400",
"0500000US01059","Franklin County, Alabama","30454035","567834100",
"0500000US01061","Geneva County, Alabama","46584370","487057300",
"0500000US01063","Greene County, Alabama","13597326","136401400",
"0500000US01065","Hale County, Alabama","23354426","267143500",
"0500000US01067","Henry County, Alabama","17943349","338095300",
"0500000US01069","Houston County, Alabama","41838305","2250455800",
"0500000US01071","Jackson County, Alabama","41370467","1009236100",
"0500000US01073","Jefferson County, Alabama","250674855","17427408200",
"0500000US01075","Lamar County, Alabama","53135194","291750500",
"0500000US01077","Lauderdale County, Alabama","48830237","2050094800",
"0500000US01079","Lawrence County, Alabama","26031411","663115300",
"0500000US01081","Lee County, Alabama","81050162","3077383900",
"0500000US01083","Limestone County, Alabama","63836011","1887289200",
"0500000US01085","Lowndes County, Alabama","17366534","193843800",
"0500000US01087","Macon County, Alabama","20048476","355426700",
"0500000US01089","Madison County, Alabama","164086656","9665839800",
"0500000US01091","Marengo County, Alabama","24863893","390216700",
"0500000US01093","Marion County, Alabama","32588070","585968000",
"0500000US01095","Marshall County, Alabama","65585878","1805969200",
"0500000US01097","Mobile County, Alabama","145990706","8804877700",
"0500000US01099","Monroe County, Alabama","26885049","411814400",
"0500000US01101","Montgomery County, Alabama","107268903","5614298100",
"0500000US01103","Morgan County, Alabama","82962226","2716112400",
"0500000US01105","Perry County, Alabama","18601115","143521500",
"0500000US01107","Pickens County, Alabama","14472097","324210500",
"0500000US01109","Pike County, Alabama","34284000","611220900",
"0500000US01111","Randolph County, Alabama","53357307","452785800",
"0500000US01113","Russell County, Alabama","25389703","899688500",
"0500000US01115","St. Clair County, Alabama","61361328","1789969300",
"0500000US01117","Shelby County, Alabama","143604227","6383865500",
"0500000US01119","Sumter County, Alabama","19800535","200569400",
"0500000US01121","Talladega County, Alabama","45050406","1540923300",
"0500000US01123","Tallapoosa County, Alabama","81508533","936241900",
"0500000US01125","Tuscaloosa County, Alabama","122366764","4246067700",
"0500000US01127","Walker County, Alabama","72382237","1387114200",
"0500000US01129","Washington County, Alabama","21718456","330480100",
"0500000US01131","Wilcox County, Alabama","15468436","151023300",
"0500000US01133","Winston County, Alabama","35673263","445730800",
"0500000US02013","Aleutians East Borough, Alaska","16996793","82498800",
"0500000US02016","Aleutians West Census Area, Alaska","49764397","187267900",
"0500000US02020","Anchorage Municipality, Alaska","193949543","9857783700",
"0500000US02050","Bethel Census Area, Alaska","17696548","312911300",
"0500000US02060","Bristol Bay Borough, Alaska","6153030","32791600",
"0500000US02068","Denali Borough, Alaska","14948375","48328500",
"0500000US02070","Dillingham Census Area, Alaska","6534217","108849000",
"0500000US02090","Fairbanks North Star Borough, Alaska","97292984","2870493000",
"0500000US02100","Haines Borough, Alaska","18016864","46390000",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","10748515","50586700",
"0500000US02110","Juneau City and Borough, Alaska","48167592","1081752900",
"0500000US02122","Kenai Peninsula Borough, Alaska","45466277","1570443700",
"0500000US02130","Ketchikan Gateway Borough, Alaska","23337738","395451900",
"0500000US02150","Kodiak Island Borough, Alaska","25924443","352583300",
"0500000US02164","Lake and Peninsula Borough, Alaska","5716430","24652000",
"0500000US02170","Matanuska-Susitna Borough, Alaska","46636520","2348560500",
"0500000US02180","Nome Census Area, Alaska","11652601","191415300",
"0500000US02185","North Slope Borough, Alaska","15118280","195710000",
"0500000US02188","Northwest Arctic Borough, Alaska","15351017","159093600",
"0500000US02195","Petersburg Census Area, Alaska","12219662","118958400",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","8822779","133230600",
"0500000US02220","Sitka City and Borough, Alaska","18492189","266661700",
"0500000US02230","Skagway Municipality, Alaska","7896697","40511400",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","14117528","191798700",
"0500000US02261","Valdez-Cordova Census Area, Alaska","18610962","294930000",
"0500000US02270","Wade Hampton Census Area, Alaska","4846195","83367900",
"0500000US02275","Wrangell City and Borough, Alaska","12206110","67172800",
"0500000US02282","Yakutat City and Borough, Alaska","3723335","18231200",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5159050","104889800",
"0500000US04001","Apache County, Arizona","41212443","864400600",
"0500000US04003","Cochise County, Arizona","80307712","2974462000",
"0500000US04005","Coconino County, Arizona","89573898","2983490500",
"0500000US04007","Gila County, Arizona","52997839","1044117300",
"0500000US04009","Graham County, Arizona","26365211","563641900",
"0500000US04011","Greenlee County, Arizona","12570731","177014300",
"0500000US04012","La Paz County, Arizona","35837461","434917600",
"0500000US04013","Maricopa County, Arizona","552429639","104347819100",
"0500000US04015","Mohave County, Arizona","106022883","4286861800",
"0500000US04017","Navajo County, Arizona","66913624","1792752200",
"0500000US04019","Pima County, Arizona","266092457","24201425300",
"0500000US04021","Pinal County, Arizona","124246504","7151065600",
"0500000US04023","Santa Cruz County, Arizona","51409176","746448000",
"0500000US04025","Yavapai County, Arizona","153229399","5341713400",
"0500000US04027","Yuma County, Arizona","80348279","3509075200",
"0500000US05001","Arkansas County, Arkansas","29486330","427812500",
"0500000US05003","Ashley County, Arkansas","23696028","415495800",
"0500000US05005","Baxter County, Arkansas","43686685","890381900",
"0500000US05007","Benton County, Arkansas","109568371","5286764000",
"0500000US05009","Boone County, Arkansas","49713874","752806000",
"0500000US05011","Bradley County, Arkansas","35258056","219319000",
"0500000US05013","Calhoun County, Arkansas","6859756","90991000",
"0500000US05015","Carroll County, Arkansas","33027250","532501600",
"0500000US05017","Chicot County, Arkansas","16684021","177513500",
"0500000US05019","Clark County, Arkansas","37136350","396693000",
"0500000US05021","Clay County, Arkansas","24138550","307875000",
"0500000US05023","Cleburne County, Arkansas","38563867","523362900",
"0500000US05025","Cleveland County, Arkansas","11148662","170832800",
"0500000US05027","Columbia County, Arkansas","33439657","497840900",
"0500000US05029","Conway County, Arkansas","31039132","419273600",
"0500000US05031","Craighead County, Arkansas","63257378","2027852300",
"0500000US05033","Crawford County, Arkansas","36576432","1137474000",
"0500000US05035","Crittenden County, Arkansas","27610713","924309700",
"0500000US05037","Cross County, Arkansas","16657954","331100400",
"0500000US05039","Dallas County, Arkansas","13969188","136261400",
"0500000US05041","Desha County, Arkansas","18688516","234736400",
"0500000US05043","Drew County, Arkansas","23508054","350576000",
"0500000US05045","Faulkner County, Arkansas","86016918","2472190800",
"0500000US05047","Franklin County, Arkansas","24738907","327353600",
"0500000US05049","Fulton County, Arkansas","17514305","209292000",
"0500000US05051","Garland County, Arkansas","81505290","2171251200",
"0500000US05053","Grant County, Arkansas","22086841","392502200",
