"GEO_ID","NAME","B19313_001E","B19313_001M",
"Geography","Geographic Area Name","Estimate!!Aggregate income in the past 12 months (in 2022 inflation-adjusted dollars)","Margin of Error!!Aggregate income in the past 12 months (in 2022 inflation-adjusted dollars)",
"0500000US01001","Autauga County, Alabama","2076142800","131449327",
"0500000US01003","Baldwin County, Alabama","9081671900","267173565",
"0500000US01005","Barbour County, Alabama","581565400","41277083",
"0500000US01007","Bibb County, Alabama","555512400","39276821",
"0500000US01009","Blount County, Alabama","1716337800","81404859",
"0500000US01011","Bullock County, Alabama","228401300","26190842",
"0500000US01013","Butler County, Alabama","499854700","35971053",
"0500000US01015","Calhoun County, Alabama","3278894900","91360346",
"0500000US01017","Chambers County, Alabama","934715300","56994221",
"0500000US01019","Cherokee County, Alabama","712518400","39962275",
"0500000US01021","Chilton County, Alabama","1286338400","71247875",
"0500000US01023","Choctaw County, Alabama","333741000","23483899",
"0500000US01025","Clarke County, Alabama","675831800","90919511",
"0500000US01027","Clay County, Alabama","397725100","37822238",
"0500000US01029","Cleburne County, Alabama","433094500","39983796",
"0500000US01031","Coffee County, Alabama","1672495200","46564857",
"0500000US01033","Colbert County, Alabama","1759540800","85461024",
"0500000US01035","Conecuh County, Alabama","282750700","20394988",
"0500000US01037","Coosa County, Alabama","299524100","21641942",
"0500000US01039","Covington County, Alabama","1071013100","79111351",
"0500000US01041","Crenshaw County, Alabama","427794700","67190082",
"0500000US01043","Cullman County, Alabama","2629817000","95280791",
"0500000US01045","Dale County, Alabama","1400177800","50155256",
"0500000US01047","Dallas County, Alabama","873746900","53072721",
"0500000US01049","DeKalb County, Alabama","1785871800","65286453",
"0500000US01051","Elmore County, Alabama","2994950500","121897959",
"0500000US01053","Escambia County, Alabama","799726500","37626660",
"0500000US01055","Etowah County, Alabama","2943231200","113259742",
"0500000US01057","Fayette County, Alabama","440881100","47352494",
"0500000US01059","Franklin County, Alabama","796253400","39263098",
"0500000US01061","Geneva County, Alabama","683344200","37957139",
"0500000US01063","Greene County, Alabama","160765900","15525317",
"0500000US01065","Hale County, Alabama","349235300","35095712",
"0500000US01067","Henry County, Alabama","523183500","39463125",
"0500000US01069","Houston County, Alabama","3438727400","82229459",
"0500000US01071","Jackson County, Alabama","1457256500","66431499",
"0500000US01073","Jefferson County, Alabama","25696351600","438959127",
"0500000US01075","Lamar County, Alabama","344268800","20005393",
"0500000US01077","Lauderdale County, Alabama","3082520500","115311242",
"0500000US01079","Lawrence County, Alabama","976453400","59964532",
"0500000US01081","Lee County, Alabama","5793732600","172907015",
"0500000US01083","Limestone County, Alabama","3907831700","155580966",
"0500000US01085","Lowndes County, Alabama","237734800","18812194",
"0500000US01087","Macon County, Alabama","430967900","28956783",
"0500000US01089","Madison County, Alabama","17431116600","373497354",
"0500000US01091","Marengo County, Alabama","521884700","43104772",
"0500000US01093","Marion County, Alabama","736063900","54176844",
"0500000US01095","Marshall County, Alabama","2889592300","80880895",
"0500000US01097","Mobile County, Alabama","12615749600","287803954",
"0500000US01099","Monroe County, Alabama","457559300","27154656",
"0500000US01101","Montgomery County, Alabama","7475696300","191962123",
"0500000US01103","Morgan County, Alabama","4089831900","130506443",
"0500000US01105","Perry County, Alabama","140590800","15845015",
"0500000US01107","Pickens County, Alabama","509308700","37824970",
"0500000US01109","Pike County, Alabama","880535100","70529441",
"0500000US01111","Randolph County, Alabama","611217100","47402910",
"0500000US01113","Russell County, Alabama","1521547700","87375694",
"0500000US01115","St. Clair County, Alabama","3079123200","120940056",
"0500000US01117","Shelby County, Alabama","10233128700","281872583",
"0500000US01119","Sumter County, Alabama","240501500","17466728",
"0500000US01121","Talladega County, Alabama","2371212900","147568017",
"0500000US01123","Tallapoosa County, Alabama","1224429800","66515744",
"0500000US01125","Tuscaloosa County, Alabama","7442415600","183389698",
"0500000US01127","Walker County, Alabama","1832661100","90488922",
"0500000US01129","Washington County, Alabama","450821900","35432973",
"0500000US01131","Wilcox County, Alabama","213437500","16173752",
"0500000US01133","Winston County, Alabama","637101700","39349481",
"0500000US02013","Aleutians East Borough, Alaska","143656900","20393785",
"0500000US02016","Aleutians West Census Area, Alaska","247062000","18364821",
"0500000US02020","Anchorage Municipality, Alaska","13531938900","277124814",
"0500000US02050","Bethel Census Area, Alaska","479373300","83008601",
"0500000US02060","Bristol Bay Borough, Alaska","38855800","5811632",
"0500000US02063","Chugach Census Area, Alaska","312898900","20664346",
"0500000US02066","Copper River Census Area, Alaska","99037700","9732055",
"0500000US02068","Denali Borough, Alaska","154827500","65945855",
"0500000US02070","Dillingham Census Area, Alaska","155073800","35077384",
"0500000US02090","Fairbanks North Star Borough, Alaska","4116229600","202691056",
"0500000US02100","Haines Borough, Alaska","69823800","11142597",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","91429200","12696138",
"0500000US02110","Juneau City and Borough, Alaska","1579934200","77124040",
"0500000US02122","Kenai Peninsula Borough, Alaska","2412063500","117661795",
"0500000US02130","Ketchikan Gateway Borough, Alaska","617158300","32826658",
"0500000US02150","Kodiak Island Borough, Alaska","516888600","54080361",
"0500000US02158","Kusilvak Census Area, Alaska","143712200","38113589",
"0500000US02164","Lake and Peninsula Borough, Alaska","39369700","10872330",
"0500000US02170","Matanuska-Susitna Borough, Alaska","4259647400","80201760",
"0500000US02180","Nome Census Area, Alaska","287293000","21794217",
"0500000US02185","North Slope Borough, Alaska","675551700","63844357",
"0500000US02188","Northwest Arctic Borough, Alaska","246842000","56657741",
"0500000US02195","Petersburg Borough, Alaska","127725700","11106880",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","199679600","10441300",
"0500000US02220","Sitka City and Borough, Alaska","372026700","18509597",
"0500000US02230","Skagway Municipality, Alaska","60943200","7912508",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","232877800","19356447",
"0500000US02275","Wrangell City and Borough, Alaska","75588400","7004999",
"0500000US02282","Yakutat City and Borough, Alaska","25706100","6042528",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","157341600","16482307",
"0500000US04001","Apache County, Arizona","1250424300","54664413",
"0500000US04003","Cochise County, Arizona","3943738200","112685757",
"0500000US04005","Coconino County, Arizona","4716180800","132772423",
"0500000US04007","Gila County, Arizona","1599623600","66736324",
"0500000US04009","Graham County, Arizona","924861000","42135693",
"0500000US04011","Greenlee County, Arizona","278746400","27055623",
"0500000US04012","La Paz County, Arizona","507092700","40407109",
"0500000US04013","Maricopa County, Arizona","184025557700","1261420595",
"0500000US04015","Mohave County, Arizona","7034234900","194843598",
"0500000US04017","Navajo County, Arizona","2444934800","81295314",
"0500000US04019","Pima County, Arizona","38041107900","427201923",
"0500000US04021","Pinal County, Arizona","14368760000","380722847",
"0500000US04023","Santa Cruz County, Arizona","1225571700","65832339",
"0500000US04025","Yavapai County, Arizona","8958036200","227107570",
"0500000US04027","Yuma County, Arizona","5623636900","171542233",
"0500000US05001","Arkansas County, Arkansas","489588100","30728791",
"0500000US05003","Ashley County, Arkansas","486249700","56968468",
"0500000US05005","Baxter County, Arkansas","1265052200","102002530",
"0500000US05007","Benton County, Arkansas","12423596200","372665898",
"0500000US05009","Boone County, Arkansas","1087908900","75331678",
"0500000US05011","Bradley County, Arkansas","249288500","25723592",
"0500000US05013","Calhoun County, Arkansas","114776400","10214999",
"0500000US05015","Carroll County, Arkansas","825990000","65271154",
"0500000US05017","Chicot County, Arkansas","247213100","26176721",
"0500000US05019","Clark County, Arkansas","526667000","38580513",
"0500000US05021","Clay County, Arkansas","386020500","23173312",
"0500000US05023","Cleburne County, Arkansas","774416500","72662068",
"0500000US05025","Cleveland County, Arkansas","199864000","19339460",
"0500000US05027","Columbia County, Arkansas","618613000","76710848",
"0500000US05029","Conway County, Arkansas","596322900","53256284",
"0500000US05031","Craighead County, Arkansas","3475312200","150227054",
"0500000US05033","Crawford County, Arkansas","1752356800","102587260",
"0500000US05035","Crittenden County, Arkansas","1334480300","83901110",
"0500000US05037","Cross County, Arkansas","467380600","33452573",
"0500000US05039","Dallas County, Arkansas","170718200","13352977",
"0500000US05041","Desha County, Arkansas","243617900","16524365",
"0500000US05043","Drew County, Arkansas","473391800","48187878",
"0500000US05045","Faulkner County, Arkansas","3900440100","124427032",
"0500000US05047","Franklin County, Arkansas","437864700","34234244",
"0500000US05049","Fulton County, Arkansas","278934600","20296751",
"0500000US05051","Garland County, Arkansas","3186051700","140960204",
"0500000US05053","Grant County, Arkansas","633836900","79692146",
"0500000US05055","Greene County, Arkansas","1238060700","47508823",
"0500000US05057","Hempstead County, Arkansas","512488900","46740398",
"0500000US05059","Hot Spring County, Arkansas","844314700","63762102",
"0500000US05061","Howard County, Arkansas","325331500","29477471",
"0500000US05063","Independence County, Arkansas","1056452600","95791766",
"0500000US05065","Izard County, Arkansas","348253700","39859738",
"0500000US05067","Jackson County, Arkansas","386845400","31706194",
"0500000US05069","Jefferson County, Arkansas","1644647800","82119808",
"0500000US05071","Johnson County, Arkansas","582195100","38499904",
"0500000US05073","Lafayette County, Arkansas","148757600","11716135",
"0500000US05075","Lawrence County, Arkansas","411345000","31295863",
"0500000US05077","Lee County, Arkansas","176252500","35685483",
"0500000US05079","Lincoln County, Arkansas","236776400","23874401",
"0500000US05081","Little River County, Arkansas","345861800","24692028",
"0500000US05083","Logan County, Arkansas","605443000","57568097",
"0500000US05085","Lonoke County, Arkansas","2430838900","94331915",
"0500000US05087","Madison County, Arkansas","463769900","44344119",
"0500000US05089","Marion County, Arkansas","427951900","30735340",
"0500000US05091","Miller County, Arkansas","1134157700","72803776",
"0500000US05093","Mississippi County, Arkansas","1124566200","52299449",
"0500000US05095","Monroe County, Arkansas","163681200","15208076",
"0500000US05097","Montgomery County, Arkansas","229401900","18791474",
"0500000US05099","Nevada County, Arkansas","182764000","21965819",
"0500000US05101","Newton County, Arkansas","192258000","17266506",
"0500000US05103","Ouachita County, Arkansas","571673500","35621050",
"0500000US05105","Perry County, Arkansas","271152800","22554906",
"0500000US05107","Phillips County, Arkansas","370746600","30292969",
"0500000US05109","Pike County, Arkansas","289738800","33061213",
"0500000US05111","Poinsett County, Arkansas","570497000","40795986",
"0500000US05113","Polk County, Arkansas","589185500","65251940",
"0500000US05115","Pope County, Arkansas","1778460000","97161127",
"0500000US05117","Prairie County, Arkansas","238440900","21644596",
"0500000US05119","Pulaski County, Arkansas","15592775700","432115180",
"0500000US05121","Randolph County, Arkansas","475307400","36026508",
"0500000US05123","St. Francis County, Arkansas","485686400","49657879",
"0500000US05125","Saline County, Arkansas","4482244600","125718335",
"0500000US05127","Scott County, Arkansas","227884700","16718671",
"0500000US05129","Searcy County, Arkansas","176389600","17172669",
"0500000US05131","Sebastian County, Arkansas","4175899200","360748820",
"0500000US05133","Sevier County, Arkansas","419607900","44839456",
"0500000US05135","Sharp County, Arkansas","440485500","58572049",
"0500000US05137","Stone County, Arkansas","268190000","23593624",
"0500000US05139","Union County, Arkansas","1135412000","74528564",
"0500000US05141","Van Buren County, Arkansas","416307100","27192909",
"0500000US05143","Washington County, Arkansas","8540608100","225076142",
"0500000US05145","White County, Arkansas","2110281900","103784333",
"0500000US05147","Woodruff County, Arkansas","182861000","18545391",
"0500000US05149","Yell County, Arkansas","529791700","33645697",
"0500000US06001","Alameda County, California","100151050400","852802352",
"0500000US06003","Alpine County, California","83968600","34788596",
"0500000US06005","Amador County, California","1638446500","75825355",
"0500000US06007","Butte County, California","7769669800","250220127",
"0500000US06009","Calaveras County, California","1732663800","95940313",
"0500000US06011","Colusa County, California","696101100","54917543",
"0500000US06013","Contra Costa County, California","68692731500","764782407",
"0500000US06015","Del Norte County, California","779809800","52053533",
"0500000US06017","El Dorado County, California","10631533300","292726383",
